급여대상,사료 종목,브랜드,이름,가격,용량,사료 형태,제조국,유기농여부,특이사항,칼로리(100g),특정종대상,동물크기,급여연령,Mainflavor,Allergy,주원료,키블크기,금기대상,특정급여시기,질환,처방적용대상효능,수분,조단백질,조지방,조회분,조섬유,칼슘,인,탄수화물,오메가3,오메가6
강아지,일반식,나우(now),그레인프리 스몰브리드 퍼피,35640,2720,건식(반건식),캐나다,N,,210,전체,무관,1.5~12,"칠면조, 오리, 연어","칠면조, 연어, 오리, 콩, 과일","칠면조, 완두콩, 감자, 카놀라유, 사과, 연어, 오리, 야자유, 토마토, 당근, 호박, 고구마, 바나나, 블루베리, 크랜베리, 블랙베리, 석류, 파파야, 렌틸콩, 브로콜리, 비타민, 미네랄, 타우린, L-리진, L-카르니틴",5~7,-1,무관,-1,-1,0,34.6,22.2,11.1,8.6,1.5,0.6,-1,-1,-1
강아지,일반식,나우(now),그레인프리 스몰브리드 피쉬 어덜트,39600,2720,건식(반건식),캐나다,N,,168,전체,무관,13~108,"어류, 연어","어류, 계란, 콩, 아마, 과일","송어, 감자, 통건조계란, 완두콩, 아마씨, 카놀라오일, 코코넛오일, 사과, 천연착향료, 연어, 청어, 탄산칼슘, 제2인산칼슘, 토마토, 알팔파, 당근, 호박, 고구마, 바나나, 크렌베리, 블랙베리, 석류, 파파야, 렌틸콩, 브로콜리, 건조치커리, 삼인산나트륨, 염화나트륨, 염화칼슘, 염화콜린, 비타민, 미네랄, 타우린, DL-메티오닌, L-리진, 해초추출물, 건조락토바실러스아시도필러스발효제품, 건조엔테로코커스패시엄발효제품, 파슬리, 박하, 녹차추출물, 유카쉬디게라추출물, 건조로즈마리",5~5,-1,무관,-1,-1,0,32.1,19.8,8.6,6.2,1.2,0.6,-1,2.2,2.7
강아지,일반식,오리젠(Orijen),퍼피,38000,2000,건식(반건식),캐나다,N,,400,전체,무관,0~2,"닭, 칠면조, 어류","닭, 칠면조, 계란, 어류, 콩, 과일","닭고기, 칠면조고기, 통계란, 청어, 닭간, 가자미, 칠면조간, 닭심장, 칠면조심장, 닭목, 고등어, 정어리, 청어, 닭지방, 청어유, 렌틸콩, 풋완두, 렌틸섬유질, 호랑이콩, 강낭콩, 닭뼈, 닭연골, 닭간, 칠면조간, 호박, 스쿼시, 주키니, 파스닙, 당근, 사과, 배, 케일, 시금치, 비트그린, 순무잎, 켈프, 크랜베리, 블루베리, 사스카툰베리, 치커리뿌리, 강황뿌리, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",8~9,-1,무관,-1,-1,0,43.2,22.7,9.1,5.7,1.6,1.3,-1,1.3,3.4
강아지,일반식,오리젠(Orijen),퍼피 라지,129000,11400,건식(반건식),캐나다,N,,372,전체,대형,0~2,"닭, 칠면조, 어류","닭, 칠면조, 계란, 어류, 콩, 과일","닭고기, 칠면조고기, 통계란, 청어, 닭간, 가자미, 칠면조간, 닭심장, 칠면조심장, 닭목, 고등어, 정어리, 청어, 닭지방, 청어유, 렌틸콩, 풋완두, 렌틸섬유질, 호랑이콩, 강낭콩, 닭뼈, 닭연골, 닭간, 칠면조간, 호박, 스쿼시, 주키니, 파스닙, 당근, 사과, 배, 케일, 시금치, 비트그린, 순무잎, 켈프, 크랜베리, 블루베리, 사스카툰베리, 치커리뿌리, 강황뿌리, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",8~9,-1,무관,-1,-1,0,43.2,18.2,8,6.8,1.5,1.3,-1,1,3.2
강아지,일반식,오리젠(Orijen),오리지날 독,13000,1000,건식(반건식),캐나다,N,,390,전체,무관,0~max,"닭, 칠면조, 어류","닭, 칠면조, 계란, 어류, 콩, 과일","닭고기, 칠면조고기, 통계란, 닭간, 청어, 가자미, 칠면조간, 닭목, 닭심장, 칠면조심장, 고등어, 렌틸콩, 풋완두, 렌틸섬유질, 병아리콩, 노란완두콩, 호랑이콩, 흰강낭콩, 청어유, 닭지방, 닭연골, 닭간, 칠면조간, 호박, 스쿼시, 주키니, 파스닙, 당근, 사과, 배, 케일, 시금치, 비트그린, 순무잎, 켈프, 크랜베리, 블루베리, 사스카툰베리, 치커리뿌리, 강황뿌리, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,43.2,20.5,9.1,5.7,1.6,1.3,-1,1.1,3.4
강아지,일반식,오리젠(Orijen),6피쉬 독,40000,2000,건식(반건식),캐나다,N,,386,전체,무관,0~max,어류,"어류, 콩, 과일","정어리, 고등어, 메를루사, 가자미, 볼락, 솔피쉬, 청어, 대구, 명태, 청어유, 렌틸콩, 풋완두, 렌틸섬유질, 병아리콩, 해바라기유, 호랑이콩, 대구간, 호박, 스쿼시, 주키니, 파스닙, 당근, 사과, 배, 케일, 시금치, 비트그린, 순무잎, 켈프, 크랜베리, 블루베리, 사스카툰베리, 치커리뿌리, 강황뿌리, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,43.2,20.5,9.1,5.7,1.7,2.5,-1,2.5,2.5
강아지,일반식,오리젠(Orijen),리저날 레드 독,17000,1000,건식(반건식),캐나다,N,,386,전체,무관,0~max,"소, 돼지","소, 양, 어류, 콩, 과일","소고기, 멧돼지고기, 들소고기, 소간, 소위, 통정어리, 통계란, 멧돼지간, 양고기, 청어, 양간, 양위, 돼지간, 렌틸콩, 풋완두, 렌틸섬유질, 병아리콩, 소지방, 돼지지방, 청어유, 소연골, 소간, 소위, 양간, 양위, 호박, 스쿼시, 주키니, 파스닙, 당근, 사과, 배, 케일, 시금치, 비트그린, 순무잎, 켈프, 그랜베리, 블루베리, 사스카툰베리, 치커리뿌리, 강황뿌리, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,43.2,20.5,10.2,5.7,2.3,1.6,-1,1.1,2.6
강아지,일반식,오리젠(Orijen),툰드라 독,17000,1000,건식(반건식),캐나다,N,,386,전체,무관,0~max,돼지,"오리, 양, 콩, 어류","염소고기, 멧돼지고기, 사슴고기, 곤들메기, 오리고기, 멧돼지간, 오리간, 양고기, 스틸헤드송어, 멧돼지신장, 통고등어, 통정어리, 양고기, 대구, 청보리멸, 렌틸콩, 풋완두, 병아리콩, 호랑이콩, 렌틸섬유질, 오리지방, 양위, 청어유, 염소심장, 염소신장, 염소간, 사슴간, 사슴심장, 양간, 멧돼지심장, 강낭콩, 염소간, 사슴간, 호박, 스쿼시, 주키니, 파스닙, 당근, 사과, 배, 케일, 시금치잎, 비트그린, 순무잎, 켈프, 크랜베리, 블루베리, 치커리뿌리, 강황, 사르사뿌리, 무궁화뿌리, 로즈힙, 주니퍼베리",10~12,-1,무관,-1,-1,0,45.5,20.5,10.2,5.7,2,1.5,-1,1.1,2.8
강아지,일반식,오리젠(Orijen),피트 앤 트림 독,37000,2000,건식(반건식),캐나다,N,과체중,353,전체,무관,0~max,"닭, 어류, 칠면조","닭, 칠면조, 계란, 어류, 콩","닭고기, 통계란, 청어, 칠면조고기, 닭간, 가자미, 고등어, 메를루사, 칠면조간, 닭심장, 정어리, 청어, 알래스카명태, 렌틸섬유질, 렌틸콩, 풋완두, 병아리콩, 호랑이콩, 강낭콩, 닭연골, 칠면조심장, 섬유질, 건조해조류, 호박, 스쿼시, 당근, 닭간, 칠면조간, 호박, 스쿼시, 주키니, 파스닙, 당근, 사과, 배, 케일, 시금치, 비트그린, 순무잎, 켈프, 크랜베리, 블루베리, 사스카툰베리, 치커리뿌리, 강황뿌리, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,47.7,14.8,9.1,9.1,1.6,1.3,-1,1,2.5
강아지,일반식,오리젠(Orijen),시니어 독,38000,2000,건식(반건식),캐나다,N,,363,전체,무관,0~max,"닭, 칠면조, 어류","닭, 계란, 칠면조, 어류, 콩, 과일","닭고기, 통계란, 칠면조고기, 청어, 닭간, 가자미, 칠면조간, 닭목, 닭심장, 칠면조심장, 칠면조고기, 고등어, 정어리, 렌틸콩, 풋완두, 렌틸섬유질, 병아리콩, 노란완두콩, 호랑이콩, 닭연골, 청어유, 닭지방, 칠면조연골, 닭간, 칠면조간, 호박, 스쿼시, 주키니, 파스닙, 당근, 사과, 배, 케일, 시금치, 비트그린, 순무잎, 켈프, 크랜베리, 블루베리, 사스카툰베리, 치커리뿌리, 강황뿌리, 밀크시슬, 우엉뿌리, 라벤더, 마시멜로뿌리, 로즈힙",10~12,-1,무관,-1,-1,0,43.2,17,9.1,9.1,1.5,1.3,-1,1,2.6
강아지,일반식,오리젠(Orijen),동결건조 어덜트 독,17000,1000,건식(반건식),캐나다,N,,-1,전체,무관,0~12,"닭, 칠면조, 어류","닭, 칠면조, 어류, 계란, 과일","닭고기, 칠면조고기, 통청어, 닭간, 닭심장, 통계란, 시금치, 완두섬유질, 칠면조간, 칠면조심장, 통가자미, 해바라기씨, 통호박, 스쿼시, 당근, 그랜베리, 블랙베리, 블루베리, 사과, 배, 플럼, 애프리콧, 켈프, 토코페롤, 치커리뿌리, 민들레뿌리, 섬머, 사보리, 페퍼민트잎, 생강뿌리, 아연단백질화합물, 철단백질화합물, 구리단백질화합물, 망간단백질화합물",10~12,-1,무관,-1,-1,0,37.5,36.5,-1,5.2,1.7,1.4,-1,1,5.7
강아지,일반식,테이스트 오브 더 와일드(Taste of the Wild),퍼피 훈제 연어&고구마,14000,1000,건식(반건식),미국,N,,360,전체,무관,0~12,"연어, 고구마","연어, 어류, 콩, 과일","연어, 건조바다생선, 고구마, 감자, 완두콩, 카놀라오일, 훈제연어, 건조연어, 천연향, 연어오일, 소금, 염화콜린, 천연혼합토코페롤, 치커리뿌리, 유카추출물, 토마토, 블루베리, 라즈베리, 발효유샨균, 락토바실러스아시도필루스, 락토바실러스카세이, 락토바실러스플랜타럼, 트리코데르마발효추출물, 비타민E, 철분단백질화합물, 아연단백질화합물, 구리단백질화합물, 황산철, 황산아연, 황산구리, 요오드화칼륨, 티아민질산염, 망간단백질화합물, 요오드화망간, 아스코르브산, 비타민A, 바이오틴, 나이아신, 판토텐산칼슘, 황산망간, 아셀렌산염, 염산피리독신, 비타민B12, 리보플라빈, 비타민D, 엽산",10~10,-1,무관,-1,-1,0,30,16.7,11.1,5.6,1.1,1.7,-1,-1,-1
강아지,일반식,테이스트 오브 더 와일드(Taste of the Wild),독 구운오리&고구마,15000,1000,건식(반건식),미국,N,,375,전체,무관,0~max,"오리, 고구마","닭, 오리, 칠면조, 계란, 과일","오리, 닭고기, 메추라기, 칠면조, 계란, 고구마, 완두콩, 닭지방, 감자, 천연향, 생선, 소금, 염화콜린, 치커리뿌리, 토마토, 블루베리, 라즈베리, 유카추출물, 발효유산균, 락토바실러스아시도필루스, 락토바실러스카세이, 락토바실러스플랜타럼, 트리코데르마발효추출물, 비타민E, 철분단백질화합물, 아연단백질화합물, 황산철, 황산아연, 황산구리, 요오드화칼륨, 티아민질산염, 망간단백질화합물, 요오드화망간, 아스코르브산, 비타민A, 바이오틴, 나이아신, 판토텐산칼슘, 황산망간, 아셀렌산염, 염산피리독신, 비타민B12, 리보플라빈, 비타민D, 엽산",13~13,-1,무관,-1,-1,0,34.4,16.7,13.3,4.4,1.7,1.4,-1,-1,-1
강아지,일반식,테이스트 오브 더 와일드(Taste of the Wild),프레이 송어 독,11000,1000,건식(반건식),미국,N,,359.2,전체,무관,0~max,어류,어류,"송어, 렌틸콩, 토마토박, 해바리기씨오일, 천연향, 인산이칼슘, 탄산칼슘, 연어오일, 소금, Dl-메티오닌, 염화콜린, 타우린, 락토바실러스플란티럼발효유산균, 건조락토바실러스아시도필루스발효유산균, 건조엔테로코커스패시움발효유산균, 건조비피도박테리움애니멀리스발효유산균, 비타민E, 철단백질화합물, 아연단백질화합물, 구리단백질화합물, 황산철, 황산아연, 황산구리, 요오드화칼륨, 티아민질산염, 망간단백질화합물, 산화망간, 아스코르브산, 비타민C, 비타민A, 비오틴, 니아신, 판토텐산칼슘, 황산망간, 아셀렌산나트륨, 피리독신염산염, 비타민B12, 리보플라빈, 비타민D3, 엽산",13~15,-1,무관,-1,-1,0,30,16.7,8.9,5.6,1.4,1.1,-1,-1,-1
강아지,일반식,테이스트 오브 더 와일드(Taste of the Wild),프레이 칠면조 독,11000,1000,건식(반건식),미국,N,,367,전체,무관,0~max,칠면조,"칠면조, 콩, 과일","칠면조, 렌틸콩, 토마토박, 해바라기씨오일, 천연향, 인산이칼슘, 연어오일, 소금, DL-메티오닌, 염화콜린, 타우린, 건조락토바실러스플란티럼발효유산균, 건조박실러스섭틸리스발효유산균, 건조락토바실러스아시도필루스발효유산균, 건조엔테로코커스패시움발효유산균, 건조비피도박테리움애니멀리스발효유산균, 비타민E, 철단백질화합물, 아연단백질화합물, 구리단백질화합물, 황산철, 황산아연, 황산구리, 요오드화칼륨, 티아민질산염, 간단백질화합물, 산화망간, 아스코르브산, 비타민A, 비오틴, 니아신, 판토텐산칼슘, 황산망간, 아셀렌산나트륨, 피리독신염산염, 비타민B12, 리보플라빈, 비타민D3, 엽산",13~15,-1,무관,-1,-1,0,30,16.7,8.9,5.6,1.4,1.1,-1,-1,-1
강아지,일반식,네츄리스(NATURIS),퍼피,20000,1200,건식(반건식),대한민국,N,임신견 수유견,325,전체,무관,0~12,닭,"닭, 쌀, 콩","닭순살코기, 쌀, 닭고기분말, 대두식이섬유, 소맥배아, 치킨오일, 코코넛분말, 복합인산염, 탄산칼슘, 비타민A, 비타민C, 비타민D3, 비타민E, 비타민B1, 비타민B2, 판토텐산칼슘, 비타민B6, 나이아신, 비오틴, 비타민B12, 콜린, 엽산, 비타민K, 마그네슘, 철분, 구리, 아연, 셀레늄, 망간, 요오드, 코발트, 레시틴, 레반, 홍국추출물, 유카추출물, 천연유화제, 소르빈산칼륨, 글루코사민, 콘드로이친, DHA, L-카르니틴, 베타카로틴",6~6,-1,"임신기, 수유기",-1,-1,0,36.4,16.9,10.4,5.2,1.3,0.9,-1,-1,-1
강아지,일반식,네츄리스(NATURIS),어덜트,20000,1200,건식(반건식),대한민국,N,"면역력, 두뇌활동, 소화흡수율향상, 시력개선, 건강한관절과 연골유지, 윤기있는 피모",315,전체,무관,13~84,양,"양, 쌀, 닭, 콩, 밀","양순살코기, 쌀, 닭고기분말, 대두식이섬유, 소맥배아, 치킨오일, 코코넛분말, 복합인산염, 탄산칼슘, 비타민A, 비타민C, 비타민D3, 비타민E, 비타민B1, 비타민B2, 판토텐산칼슘, 비타민B6, 나이아신, 비오틴, 비타민B12, 콜린, 엽산, 비타민K, 마그네슘, 철분, 구리, 아연, 셀레늄, 망간, 요오드, 코발트, 레시틴, 레반, 홍국추출물, 유카추출물, 천연유화제, 소르빈산칼륨, 글루코사민, 콘드로이친, DHA, L-카르니틴, 베타카로틴",8~8,-1,무관,-1,-1,0,32.5,14.3,6.5,6.5,1.3,0.9,-1,-1,-1
강아지,일반식,네츄리스(NATURIS),라이트,20000,1200,건식(반건식),대한민국,N,"포만감유지 체중감소민관리에도움 면역력, 두뇌활동, 소화흡수율향상 시력개선 건강한 관절과 연골 유지 윤기있는 피모, 과체중",281,전체,무관,0~max,닭,"닭, 쌀, 콩","닭순살코기, 쌀, 닭고기분말, 대두식이섬유, 소맥배아, 치킨오일, 코코넛분말, 복합인산염, 탄산칼슘, 비타민A, 비타민C, 비타민D3, 비타민E, 비타민B1, 비타민B2, 판토텐산칼슘, 비타민B6, 나이아신, 비오틴, 비타민B12, 콜린, 엽산, 비타민K, 마그네슘, 철분, 구리, 아연, 셀레늄, 망간, 요오드, 코발트, 레시틴, 레반, 홍국추출물, 유카추출물, 천연유화제, 소르빈산칼륨, 글루코사민, 콘드로이친, DHA, L-카르니틴, 베타카로틴",8~8,-1,무관,-1,-1,0,28.6,11.7,10.4,13,1.3,0.9,-1,-1,-1
강아지,일반식,네츄리스(NATURIS),머츄어7+,20000,1200,건식(반건식),대한민국,N,노화방지 면역력 두뇌활동 소화흡수율 향상 시력개선 건강한관절과 연골 유지 윤기있는피모,309,전체,무관,84~max,양,"양, 쌀, 닭, 콩, 밀","양순살코기, 쌀, 닭고기분말, 대두식이섬유, 소맥배아, 치킨오일, 코코넛분말, 복합인산염, 탄산칼슘, 비타민A, 비타민C, 비타민D3, 비타민E, 비타민B1, 비타민B2, 판토텐산칼슘, 비타민B6, 나이아신, 비오틴, 비타민B12, 콜린, 엽산, 비타민K, 마그네슘, 철분, 구리, 아연, 셀레늄, 망간, 요오드, 코발트, 레시틴, 레반, 홍국추출물, 유카추출물, 천연유화제, 소르빈산칼륨, 글루코사민, 콘드로이친, DHA, L-카르니틴, 베타카로틴",8~8,-1,무관,-1,-1,0,29.9,14.3,10.4,7.1,1.3,0.9,-1,-1,-1
강아지,일반식,네츄리스(NATURIS),시니어12+,22000,1200,건식(반건식),대한민국,N,소화흡수율향상 식욕증진 인지기능향상 치아부담감소 신장기능유지 관절염예방 면역력증강 근육량유지,304,전체,무관,144~max,닭,"닭, 쌀, 콩, 밀","닭순살코기, 쌀, 닭고기분말, 대두식이섬유, 소맥배아, 치킨오일, 코코넛분말, 복합인산염, 탄산칼슘, 비타민A, 비타민C, 비타민D3, 비타민E, 비타민B1, 비타민B2, 판토텐산칼슘, 비타민B6, 나이아신, 비오틴, 비타민B12, 콜린, 엽산, 비타민K, 마그네슘, 철분, 구리, 아연, 셀레늄, 망간, 요오드, 코발트, 레시틴, 레반, 홍국추출물, 유카추출물, 천연유화제, 소르빈산칼륨, 글루코사민, 콘드로이친, DHA, L-카르니틴, 베타카로틴",8~8,-1,무관,-1,-1,0,31.2,13,9.7,7.8,1.3,0.9,-1,-1,-1
강아지,일반식,네츄리스(NATURIS),벳스크립션 에이씨울트라,30000,1500,건식(반건식),대한민국,N,하이포알러제닉,-1,전체,무관,0~max,"연어, 곡류","쌀, 과일","쌀, 가수분해연어육, 동물성유지, 감자전분, 가수분해닭고기향미제, 비트펄프, 대두유, 제2인산칼슘, 아마인, 탄산칼슘, 셀룰로오스, 비타민제합제, 정제소금, 미량광물질류합제, 치커리추출물, 염화칼륨, 레스베라트롤, L-카르니틴, 비타민C, 타우린, 염화콜린, 비타민E, 과실및과채출물, 유카추출물, 소르빈산칼륨, 펩타이드아연, 셀레늄, 아니스, 오레가노추출물, 자몽종자추출물",9~9,-1,무관,-1,-1,0,20.5,18.2,8,2.8,0.9,0.7,-1,-1,-1
강아지,일반식,네츄리스(NATURIS),벳스크립션 오베시티 케어,24000,1500,건식(반건식),대한민국,N,체중관리 피부건강 모질건강,-1,전체,무관,0~max,곡류,"쌀, 곡류, 과일","귀리, 쌀, 가수분해농축단백질, 비트펄프, 감자전분, 동물성혼합유지, 가수분해연어육, 아마인, 유도단백질, 제인산칼슘, 비타민제합제, 타우린, 미량광물질류합제, 치커리추출물, 탄산칼슘, 정제소금, 레스베라트롤, L-카르니틴, 비타민C, 비타민E, 염화콜린, 로즈마리추출물, 케르세틴, 차카테킨, 유카추출물, 소르빈산칼륨, 펩타이드아연, 셀레늄, 아니스, 오레가노추출물, 자몽추출물",9~9,-1,무관,-1,-1,0,25,7.4,8.5,8,0.9,0.7,-1,-1,-1
